ANO;LOCALIDAD_RESIDENCIA;SEXO;CASOS;MUERTES;
2023;10 - Engativá;M;26;;
2023;10 - Engativá;F;38;;
2023;10 - Engativá;M;26;;
2023;10 - Engativá;F;32;;
2023;10 - Engativá;M;19;;
2023;10 - Engativá;F;32;;
2023;10 - Engativá;M;17;1;
2023;10 - Engativá;F;31;;
2023;10 - Engativá;M;24;4;
2023;10 - Engativá;F;18;2;
2023;10 - Engativá;M;21;3;
2023;10 - Engativá;F;14;1;
2023;10 - Engativá;M;3;;
2023;10 - Engativá;F;5;3;
2023;10 - Engativá;M;1;;
2023;10 - Engativá;F;1;;
2023;11 - Suba;F;104;;
2023;11 - Suba;M;129;;
2023;11 - Suba;F;56;;
2023;11 - Suba;M;73;;
2023;11 - Suba;F;16;;
2023;11 - Suba;M;21;;
2023;11 - Suba;F;18;;
2023;11 - Suba;M;14;;
2023;11 - Suba;F;17;;
2023;11 - Suba;M;14;;
2023;11 - Suba;F;47;;
2023;11 - Suba;M;20;;
2023;11 - Suba;F;65;;
2023;11 - Suba;M;42;;
2023;11 - Suba;F;91;;
2023;11 - Suba;M;39;;
2023;11 - Suba;F;78;;
2023;11 - Suba;M;37;;
2023;11 - Suba;F;83;;
2023;11 - Suba;M;46;;
2023;11 - Suba;F;77;;
2023;11 - Suba;M;39;;
2023;11 - Suba;F;90;;
2023;11 - Suba;M;46;;
2023;11 - Suba;F;77;;
2023;11 - Suba;M;58;;
2023;11 - Suba;F;141;1;
2023;11 - Suba;M;53;;
2023;11 - Suba;F;104;1;
2023;11 - Suba;M;68;;
2023;11 - Suba;F;84;;
2023;11 - Suba;M;55;2;
2023;11 - Suba;F;75;2;
2023;11 - Suba;M;64;1;
2023;11 - Suba;F;77;;
2023;11 - Suba;M;41;1;
2023;11 - Suba;F;36;1;
2023;11 - Suba;M;30;2;
2023;11 - Suba;F;28;1;
2023;11 - Suba;M;11;2;
2023;11 - Suba;F;6;;
2023;11 - Suba;M;3;;
2023;12 - Barrios Unidos;F;7;;
2023;12 - Barrios Unidos;M;10;;
2023;12 - Barrios Unidos;F;11;;
2023;12 - Barrios Unidos;M;10;;
2023;12 - Barrios Unidos;F;4;;
2023;12 - Barrios Unidos;M;3;;
2023;12 - Barrios Unidos;F;3;;
2023;12 - Barrios Unidos;M;1;;
2023;12 - Barrios Unidos;F;3;;
2023;12 - Barrios Unidos;M;4;;
2023;12 - Barrios Unidos;F;6;;
2023;12 - Barrios Unidos;M;5;;
2023;12 - Barrios Unidos;F;10;;
2023;12 - Barrios Unidos;M;4;;
2023;12 - Barrios Unidos;F;12;;
2023;12 - Barrios Unidos;M;9;;
2023;12 - Barrios Unidos;F;14;;
2023;12 - Barrios Unidos;M;9;;
2023;12 - Barrios Unidos;F;11;;
2023;12 - Barrios Unidos;M;3;;
2023;12 - Barrios Unidos;F;8;;
2023;12 - Barrios Unidos;M;7;;
2023;12 - Barrios Unidos;F;8;;
2023;12 - Barrios Unidos;M;8;;
2023;12 - Barrios Unidos;F;17;;
2023;12 - Barrios Unidos;M;2;;
2023;12 - Barrios Unidos;F;20;;
2023;12 - Barrios Unidos;M;15;;
2023;12 - Barrios Unidos;F;10;;
2023;12 - Barrios Unidos;M;9;;
2023;12 - Barrios Unidos;F;14;1;
2023;12 - Barrios Unidos;M;12;;
2023;12 - Barrios Unidos;F;10;1;
2023;12 - Barrios Unidos;M;13;;
2023;12 - Barrios Unidos;F;11;;
2023;12 - Barrios Unidos;M;7;;
2023;12 - Barrios Unidos;F;3;;
2023;12 - Barrios Unidos;M;4;1;
2023;12 - Barrios Unidos;F;5;;
2023;12 - Barrios Unidos;M;2;;
2023;12 - Barrios Unidos;F;5;;
2023;13 - Teusaquillo;F;8;;
2023;13 - Teusaquillo;M;9;;
2023;13 - Teusaquillo;F;7;;
2023;13 - Teusaquillo;M;10;;
2023;13 - Teusaquillo;F;6;;
2023;13 - Teusaquillo;M;1;;
2023;13 - Teusaquillo;M;1;;
2023;13 - Teusaquillo;F;7;;
2023;13 - Teusaquillo;M;5;;
2023;13 - Teusaquillo;F;11;;
2023;13 - Teusaquillo;M;6;1;
2023;13 - Teusaquillo;F;22;;
2023;13 - Teusaquillo;M;13;;
2023;13 - Teusaquillo;F;18;;
2023;13 - Teusaquillo;M;8;;
2023;13 - Teusaquillo;F;25;;
2023;13 - Teusaquillo;M;8;;
2023;13 - Teusaquillo;F;24;;
2023;13 - Teusaquillo;M;8;;
2023;13 - Teusaquillo;F;15;;
2023;13 - Teusaquillo;M;10;;
2023;13 - Teusaquillo;F;17;;
2023;13 - Teusaquillo;M;10;;
2023;13 - Teusaquillo;F;40;;
2023;13 - Teusaquillo;M;17;;
2023;13 - Teusaquillo;F;31;;
2023;13 - Teusaquillo;M;18;;
2023;13 - Teusaquillo;F;27;;
2023;13 - Teusaquillo;M;16;;
2023;13 - Teusaquillo;F;20;;
2023;13 - Teusaquillo;M;11;;
2023;13 - Teusaquillo;F;26;1;
2023;13 - Teusaquillo;M;15;1;
2023;13 - Teusaquillo;F;15;;
2023;13 - Teusaquillo;M;8;;
2023;13 - Teusaquillo;F;9;1;
2023;13 - Teusaquillo;M;5;1;
2023;13 - Teusaquillo;F;9;2;
2023;13 - Teusaquillo;M;3;1;
2023;13 - Teusaquillo;F;2;;
2023;13 - Teusaquillo;M;2;;
2023;14 - Los Mártires;F;15;;
2023;14 - Los Mártires;M;14;;
2023;14 - Los Mártires;F;12;;
2023;14 - Los Mártires;M;10;;
2023;14 - Los Mártires;F;1;;
2023;14 - Los Mártires;M;3;;
2023;14 - Los Mártires;F;3;;
2023;14 - Los Mártires;F;1;;
2023;14 - Los Mártires;F;6;;
2023;14 - Los Mártires;M;17;;
2023;14 - Los Mártires;F;5;;
2023;14 - Los Mártires;M;24;;
2023;14 - Los Mártires;F;3;;
2023;14 - Los Mártires;M;18;;
2023;14 - Los Mártires;F;6;;
2023;14 - Los Mártires;M;7;;
2023;14 - Los Mártires;F;10;;
2023;14 - Los Mártires;M;6;;
2023;14 - Los Mártires;F;4;;
2023;14 - Los Mártires;M;8;;
2023;14 - Los Mártires;F;6;;
2023;14 - Los Mártires;M;5;;
2023;14 - Los Mártires;F;3;;
2023;14 - Los Mártires;M;5;;
2023;14 - Los Mártires;F;11;;
2023;14 - Los Mártires;M;6;;
2023;14 - Los Mártires;F;5;;
2023;14 - Los Mártires;M;4;1;
2023;14 - Los Mártires;F;4;1;
2023;14 - Los Mártires;M;6;;
2023;14 - Los Mártires;F;4;1;
2023;14 - Los Mártires;M;2;1;
2023;14 - Los Mártires;F;3;;
2023;14 - Los Mártires;M;3;;
2023;14 - Los Mártires;F;7;1;
2023;14 - Los Mártires;M;2;;
2023;14 - Los Mártires;F;2;;
2023;14 - Los Mártires;M;1;;
2023;15 - Antonio Nariño;F;6;;
2023;15 - Antonio Nariño;M;6;;
2023;15 - Antonio Nariño;F;5;;
2023;15 - Antonio Nariño;M;3;;
2023;15 - Antonio Nariño;F;4;;
2023;15 - Antonio Nariño;M;2;;
2023;15 - Antonio Nariño;M;2;;
2023;15 - Antonio Nariño;F;1;;
2023;15 - Antonio Nariño;M;1;;
2023;15 - Antonio Nariño;F;9;;
2023;15 - Antonio Nariño;M;3;;
2023;15 - Antonio Nariño;F;7;;
2023;15 - Antonio Nariño;M;2;;
2023;15 - Antonio Nariño;F;8;;
2023;15 - Antonio Nariño;M;2;;
2023;15 - Antonio Nariño;F;12;;
2023;15 - Antonio Nariño;M;5;;
2023;15 - Antonio Nariño;F;9;;
2023;15 - Antonio Nariño;M;5;;
2023;15 - Antonio Nariño;F;7;;
2023;15 - Antonio Nariño;M;7;;
2023;15 - Antonio Nariño;F;4;;
2023;15 - Antonio Nariño;M;3;;
2023;15 - Antonio Nariño;F;10;;
2023;15 - Antonio Nariño;M;2;;
2023;15 - Antonio Nariño;F;8;;
2023;15 - Antonio Nariño;M;1;;
2023;15 - Antonio Nariño;F;5;;
2023;15 - Antonio Nariño;M;2;;
2023;15 - Antonio Nariño;F;3;;
2023;15 - Antonio Nariño;M;3;1;
2023;15 - Antonio Nariño;F;3;;
2023;15 - Antonio Nariño;M;3;;
2023;15 - Antonio Nariño;F;4;;
2023;15 - Antonio Nariño;M;3;;
2023;15 - Antonio Nariño;F;1;;
2023;15 - Antonio Nariño;M;2;;
2023;15 - Antonio Nariño;F;1;;
2023;15 - Antonio Nariño;F;2;1;
2023;16 - Puente Aranda;F;12;;
2023;16 - Puente Aranda;M;17;;
2023;16 - Puente Aranda;F;6;;
2023;16 - Puente Aranda;M;11;;
2023;16 - Puente Aranda;F;3;;
2023;16 - Puente Aranda;M;2;;
2023;16 - Puente Aranda;F;1;;
2023;16 - Puente Aranda;M;1;;
2023;16 - Puente Aranda;M;1;;
2023;16 - Puente Aranda;F;11;;
2023;16 - Puente Aranda;M;10;;
2023;16 - Puente Aranda;F;16;;
2023;16 - Puente Aranda;M;12;;
2023;16 - Puente Aranda;F;14;;
2023;16 - Puente Aranda;M;19;;
2023;16 - Puente Aranda;F;18;;
2023;16 - Puente Aranda;M;11;;
2023;16 - Puente Aranda;F;17;;
2023;16 - Puente Aranda;M;7;;
2023;16 - Puente Aranda;F;10;;
2023;16 - Puente Aranda;M;4;;
2023;16 - Puente Aranda;F;23;;
2023;16 - Puente Aranda;M;11;;
2023;16 - Puente Aranda;F;21;;
2023;16 - Puente Aranda;M;4;;
2023;16 - Puente Aranda;F;20;;
2023;16 - Puente Aranda;M;17;;
2023;16 - Puente Aranda;F;14;;
2023;16 - Puente Aranda;M;10;;
2023;16 - Puente Aranda;F;11;2;
2023;16 - Puente Aranda;M;7;;
2023;16 - Puente Aranda;F;11;;
2023;16 - Puente Aranda;M;7;;
2023;16 - Puente Aranda;F;7;1;
2023;16 - Puente Aranda;M;8;;
2023;16 - Puente Aranda;F;6;;
2023;16 - Puente Aranda;M;5;;
2023;16 - Puente Aranda;F;6;1;
2023;16 - Puente Aranda;M;2;;
2023;16 - Puente Aranda;F;2;;
2023;16 - Puente Aranda;M;1;1;
2023;17 - La Candelaria;F;5;;
2023;17 - La Candelaria;M;6;;
2023;17 - La Candelaria;F;3;;
2023;17 - La Candelaria;M;4;;
2023;17 - La Candelaria;F;2;;
2023;17 - La Candelaria;M;1;;
2023;17 - La Candelaria;F;1;;
2023;17 - La Candelaria;F;3;;
2023;17 - La Candelaria;M;3;;
2023;17 - La Candelaria;F;1;;
2023;17 - La Candelaria;M;4;;
2023;17 - La Candelaria;F;6;;
2023;17 - La Candelaria;F;1;;
2023;17 - La Candelaria;M;4;;
2023;17 - La Candelaria;F;3;;
2023;17 - La Candelaria;M;7;;
2023;17 - La Candelaria;F;3;;
2023;17 - La Candelaria;M;2;;
2023;17 - La Candelaria;F;1;;
2023;17 - La Candelaria;M;3;;
2023;17 - La Candelaria;F;7;;
2023;17 - La Candelaria;M;3;;
2023;17 - La Candelaria;F;8;;
2023;17 - La Candelaria;M;1;;
2023;17 - La Candelaria;F;4;;
2023;17 - La Candelaria;M;8;;
2023;17 - La Candelaria;F;3;;
2023;17 - La Candelaria;M;2;;
2023;17 - La Candelaria;F;4;;
2023;17 - La Candelaria;M;2;;
2023;17 - La Candelaria;M;1;;
2023;17 - La Candelaria;F;1;;
2023;18 - Rafael Uribe Uribe;F;16;;
2023;18 - Rafael Uribe Uribe;M;39;;
2023;18 - Rafael Uribe Uribe;F;12;;
2023;18 - Rafael Uribe Uribe;M;14;;
2023;18 - Rafael Uribe Uribe;F;4;;
2023;18 - Rafael Uribe Uribe;M;3;;
2023;18 - Rafael Uribe Uribe;F;1;;
2023;18 - Rafael Uribe Uribe;M;3;;
2023;18 - Rafael Uribe Uribe;F;2;;
2023;18 - Rafael Uribe Uribe;F;13;;
2023;18 - Rafael Uribe Uribe;M;7;;
2023;18 - Rafael Uribe Uribe;F;22;;
2023;18 - Rafael Uribe Uribe;M;11;;
2023;18 - Rafael Uribe Uribe;F;19;;
2023;18 - Rafael Uribe Uribe;M;11;;
2023;18 - Rafael Uribe Uribe;F;14;;
2023;18 - Rafael Uribe Uribe;M;7;;
2023;18 - Rafael Uribe Uribe;F;21;;
2023;18 - Rafael Uribe Uribe;M;1;;
2023;18 - Rafael Uribe Uribe;F;13;;
2023;18 - Rafael Uribe Uribe;M;8;;
2023;18 - Rafael Uribe Uribe;F;13;;
2023;18 - Rafael Uribe Uribe;M;7;;
2023;18 - Rafael Uribe Uribe;F;10;;
2023;18 - Rafael Uribe Uribe;M;7;;
2023;18 - Rafael Uribe Uribe;F;10;;
2023;18 - Rafael Uribe Uribe;M;9;;
2023;18 - Rafael Uribe Uribe;F;8;;
2023;18 - Rafael Uribe Uribe;M;9;;
2023;18 - Rafael Uribe Uribe;F;7;;
2023;18 - Rafael Uribe Uribe;M;4;;
2023;18 - Rafael Uribe Uribe;F;9;;
2023;18 - Rafael Uribe Uribe;M;6;;
2023;18 - Rafael Uribe Uribe;F;8;1;
2023;18 - Rafael Uribe Uribe;M;7;2;
2023;18 - Rafael Uribe Uribe;F;3;;
2023;18 - Rafael Uribe Uribe;M;7;1;
2023;18 - Rafael Uribe Uribe;F;3;;
2023;18 - Rafael Uribe Uribe;M;2;1;
2023;18 - Rafael Uribe Uribe;M;1;1;
2023;19 - Ciudad Bolívar;F;44;1;
2023;19 - Ciudad Bolívar;M;56;;
2023;19 - Ciudad Bolívar;F;24;;
2023;19 - Ciudad Bolívar;M;31;;
2023;19 - Ciudad Bolívar;F;10;;
2023;19 - Ciudad Bolívar;M;9;;
2023;19 - Ciudad Bolívar;F;6;;
2023;19 - Ciudad Bolívar;M;6;;
2023;19 - Ciudad Bolívar;F;2;;
2023;19 - Ciudad Bolívar;M;4;;
2023;19 - Ciudad Bolívar;F;14;;
2023;19 - Ciudad Bolívar;M;9;;
2023;19 - Ciudad Bolívar;F;35;;
2023;19 - Ciudad Bolívar;M;14;;
2023;19 - Ciudad Bolívar;F;25;;
2023;19 - Ciudad Bolívar;M;10;;
2023;19 - Ciudad Bolívar;F;20;;
2023;19 - Ciudad Bolívar;M;13;;
2023;19 - Ciudad Bolívar;F;13;;
2023;19 - Ciudad Bolívar;M;7;;
2023;19 - Ciudad Bolívar;F;16;;
2023;19 - Ciudad Bolívar;M;8;;
2023;19 - Ciudad Bolívar;F;17;;
2023;19 - Ciudad Bolívar;M;5;;
2023;19 - Ciudad Bolívar;F;18;;
2023;19 - Ciudad Bolívar;M;6;;
2023;19 - Ciudad Bolívar;F;22;;
2023;19 - Ciudad Bolívar;M;9;;
2023;19 - Ciudad Bolívar;F;11;;
2023;19 - Ciudad Bolívar;M;9;;
2023;19 - Ciudad Bolívar;F;11;;
2023;19 - Ciudad Bolívar;M;6;;
2023;19 - Ciudad Bolívar;F;6;1;
2023;19 - Ciudad Bolívar;M;7;;
2023;19 - Ciudad Bolívar;F;3;1;
2023;19 - Ciudad Bolívar;M;5;;
2023;19 - Ciudad Bolívar;F;4;;
2023;19 - Ciudad Bolívar;M;4;1;
2023;19 - Ciudad Bolívar;F;2;1;
2023;19 - Ciudad Bolívar;M;1;;
2023;19 - Ciudad Bolívar;M;1;;
2023;20 - Sumapaz;M;1;;
2023;20 - Sumapaz;F;1;;
2023;22 - En Rev_Loc;F;152;;
2023;22 - En Rev_Loc;M;191;;
2023;22 - En Rev_Loc;F;126;1;
2023;22 - En Rev_Loc;M;185;1;
2023;22 - En Rev_Loc;F;48;;
2023;22 - En Rev_Loc;M;58;;
2023;22 - En Rev_Loc;F;32;;
2023;22 - En Rev_Loc;M;33;;
2023;22 - En Rev_Loc;F;46;;
2023;22 - En Rev_Loc;M;45;;
2023;22 - En Rev_Loc;F;85;;
2023;22 - En Rev_Loc;M;54;;
2023;22 - En Rev_Loc;F;148;;
2023;22 - En Rev_Loc;M;87;;
2023;22 - En Rev_Loc;F;165;;
2023;22 - En Rev_Loc;M;96;;
2023;22 - En Rev_Loc;F;157;;
2023;22 - En Rev_Loc;M;101;;
2023;22 - En Rev_Loc;F;133;;
2023;22 - En Rev_Loc;M;95;;
2023;22 - En Rev_Loc;F;124;;
2023;22 - En Rev_Loc;M;81;;
2023;22 - En Rev_Loc;F;147;1;
2023;22 - En Rev_Loc;M;82;1;
2023;22 - En Rev_Loc;F;127;2;
2023;22 - En Rev_Loc;M;104;1;
2023;22 - En Rev_Loc;F;170;1;
2023;22 - En Rev_Loc;M;110;4;
2023;22 - En Rev_Loc;F;146;3;
2023;22 - En Rev_Loc;M;97;3;
2023;22 - En Rev_Loc;F;113;2;
2023;22 - En Rev_Loc;M;98;6;
2023;22 - En Rev_Loc;F;107;11;
2023;22 - En Rev_Loc;M;109;4;
2023;22 - En Rev_Loc;F;95;10;
2023;22 - En Rev_Loc;M;80;4;
2023;22 - En Rev_Loc;F;81;7;
2023;22 - En Rev_Loc;M;63;8;
2023;22 - En Rev_Loc;F;35;7;
2023;22 - En Rev_Loc;M;28;5;
2023;22 - En Rev_Loc;F;9;1;
2023;22 - En Rev_Loc;M;7;1;
2023;99 - Localidad Desconocida;F;10;;
2023;99 - Localidad Desconocida;M;3;;
2023;99 - Localidad Desconocida;F;5;;
2023;99 - Localidad Desconocida;M;2;;
2023;99 - Localidad Desconocida;F;2;;
2023;99 - Localidad Desconocida;F;1;;
2023;99 - Localidad Desconocida;M;1;;
2023;99 - Localidad Desconocida;F;2;;
2023;99 - Localidad Desconocida;M;1;;
2023;99 - Localidad Desconocida;F;2;;
2023;99 - Localidad Desconocida;M;2;;
2023;99 - Localidad Desconocida;F;1;;
2023;99 - Localidad Desconocida;M;3;;
2023;99 - Localidad Desconocida;F;1;;
2023;99 - Localidad Desconocida;M;4;;
2023;99 - Localidad Desconocida;F;5;;
2023;99 - Localidad Desconocida;M;1;;
2023;99 - Localidad Desconocida;F;4;;
2023;99 - Localidad Desconocida;M;2;;
2023;99 - Localidad Desconocida;F;3;;
2023;99 - Localidad Desconocida;M;5;1;
2023;99 - Localidad Desconocida;F;4;;
2023;99 - Localidad Desconocida;M;2;;
2023;99 - Localidad Desconocida;F;2;;
2023;99 - Localidad Desconocida;M;3;;
2023;99 - Localidad Desconocida;F;5;;
2023;99 - Localidad Desconocida;M;3;;
2023;99 - Localidad Desconocida;F;1;;
2023;99 - Localidad Desconocida;M;3;;
2023;99 - Localidad Desconocida;F;2;;
2023;99 - Localidad Desconocida;M;1;;
2023;99 - Localidad Desconocida;F;1;;
2023;99 - Localidad Desconocida;M;2;;
2023;99 - Localidad Desconocida;F;3;;
2023;99 - Localidad Desconocida;F;1;;
2023;99 - Localidad Desconocida;M;3;1;
2023;99 - Localidad Desconocida;F;1;;
2023;99 - Localidad Desconocida;F;1;;
2024;00 - Bogotá;M;1;;
2024;00 - Bogotá;F;1;;
2024;00 - Bogotá;F;1;;
2024;00 - Bogotá;M;1;;
2024;00 - Bogotá;M;1;;
2024;01 - Usaquén;F;47;;
2024;01 - Usaquén;M;58;;
2024;01 - Usaquén;F;25;;
2024;01 - Usaquén;M;35;;
2024;01 - Usaquén;F;11;;
2024;01 - Usaquén;M;7;;
2024;01 - Usaquén;F;8;1;
2024;01 - Usaquén;M;11;;
2024;01 - Usaquén;F;21;;
2024;01 - Usaquén;M;5;;
2024;01 - Usaquén;F;28;;
2024;01 - Usaquén;M;14;;
2024;01 - Usaquén;F;38;;
2024;01 - Usaquén;M;24;;
2024;01 - Usaquén;F;63;;
2024;01 - Usaquén;M;32;;
2024;01 - Usaquén;F;65;;
2024;01 - Usaquén;M;41;;
2024;01 - Usaquén;F;74;;
2024;01 - Usaquén;M;33;;
2024;01 - Usaquén;F;65;;
2024;01 - Usaquén;M;32;;
2024;01 - Usaquén;F;58;;
2024;01 - Usaquén;M;26;;
2024;01 - Usaquén;F;57;;
2024;01 - Usaquén;M;39;;
2024;01 - Usaquén;F;71;;
2024;01 - Usaquén;M;49;;
2024;01 - Usaquén;F;85;;
2024;01 - Usaquén;M;46;1;
2024;01 - Usaquén;F;73;1;
2024;01 - Usaquén;M;47;;
2024;01 - Usaquén;F;62;1;
2024;01 - Usaquén;M;44;2;
2024;01 - Usaquén;F;60;2;
2024;01 - Usaquén;M;47;1;
2024;01 - Usaquén;F;50;;
2024;01 - Usaquén;M;38;4;
2024;01 - Usaquén;F;27;4;
2024;01 - Usaquén;M;17;3;
2024;01 - Usaquén;F;7;1;
2024;01 - Usaquén;M;7;;
2024;01 - Usaquén;F;2;;
2024;01 - Usaquén;M;1;1;
2024;02 - Chapinero;F;14;;
2024;02 - Chapinero;M;18;;
2024;02 - Chapinero;F;6;;
2024;02 - Chapinero;M;11;;
2024;02 - Chapinero;M;5;;
2024;02 - Chapinero;F;2;;
2024;02 - Chapinero;M;2;;
2024;02 - Chapinero;F;4;;
2024;02 - Chapinero;M;3;;
2024;02 - Chapinero;F;8;;
2024;02 - Chapinero;M;5;;
2024;02 - Chapinero;F;21;;
2024;02 - Chapinero;M;18;;
2024;02 - Chapinero;F;23;;
2024;02 - Chapinero;M;11;;
2024;02 - Chapinero;F;30;;
2024;02 - Chapinero;M;17;;
2024;02 - Chapinero;F;26;;
2024;02 - Chapinero;M;20;;
2024;02 - Chapinero;F;29;;
2024;02 - Chapinero;M;19;;
2024;02 - Chapinero;F;22;;
2024;02 - Chapinero;M;24;;
2024;02 - Chapinero;F;23;;
2024;02 - Chapinero;M;21;;
2024;02 - Chapinero;F;37;;
2024;02 - Chapinero;M;23;;
2024;02 - Chapinero;F;37;;
2024;02 - Chapinero;M;22;;
2024;02 - Chapinero;F;24;;
2024;02 - Chapinero;M;18;;
2024;02 - Chapinero;F;17;;
2024;02 - Chapinero;M;24;;
2024;02 - Chapinero;F;16;;
2024;02 - Chapinero;M;17;;
2024;02 - Chapinero;F;17;;
2024;02 - Chapinero;M;11;;
2024;02 - Chapinero;F;4;1;
2024;02 - Chapinero;M;2;;
2024;02 - Chapinero;F;1;;
2024;02 - Chapinero;M;2;;
2024;02 - Chapinero;M;1;;
2024;03 - Santa Fe;F;16;;
2024;03 - Santa Fe;M;16;;
2024;03 - Santa Fe;F;5;;
2024;03 - Santa Fe;M;9;;
2024;03 - Santa Fe;F;1;;
2024;03 - Santa Fe;M;3;;
2024;03 - Santa Fe;F;1;;
2024;03 - Santa Fe;F;2;;
2024;03 - Santa Fe;M;1;;
2024;03 - Santa Fe;F;6;;
2024;03 - Santa Fe;M;2;;
2024;03 - Santa Fe;F;5;;
2024;03 - Santa Fe;M;6;;
2024;03 - Santa Fe;F;6;;
2024;03 - Santa Fe;M;8;;
2024;03 - Santa Fe;F;5;;
2024;03 - Santa Fe;M;4;;
2024;03 - Santa Fe;F;5;;
2024;03 - Santa Fe;M;6;;
2024;03 - Santa Fe;F;7;;
2024;03 - Santa Fe;M;4;;
2024;03 - Santa Fe;F;3;;
2024;03 - Santa Fe;M;4;;
2024;03 - Santa Fe;F;4;;
2024;03 - Santa Fe;M;4;;
2024;03 - Santa Fe;F;12;;
2024;03 - Santa Fe;M;6;;
2024;03 - Santa Fe;F;1;;
2024;03 - Santa Fe;M;4;;
2024;03 - Santa Fe;F;3;;
2024;03 - Santa Fe;M;4;;
2024;03 - Santa Fe;F;3;;
2024;03 - Santa Fe;M;2;;
2024;03 - Santa Fe;F;2;;
2024;03 - Santa Fe;M;2;;
2024;03 - Santa Fe;F;2;;
2024;03 - Santa Fe;F;2;1;
2024;04 - San Cristóbal;F;26;;
2024;04 - San Cristóbal;M;30;;
2024;04 - San Cristóbal;F;12;;
2024;04 - San Cristóbal;M;17;;
2024;04 - San Cristóbal;F;2;;
2024;04 - San Cristóbal;M;3;;
2024;04 - San Cristóbal;M;4;;
2024;04 - San Cristóbal;F;3;;
2024;04 - San Cristóbal;M;2;;
2024;04 - San Cristóbal;F;4;;
2024;04 - San Cristóbal;M;4;;
2024;04 - San Cristóbal;F;12;;
2024;04 - San Cristóbal;M;5;;
2024;04 - San Cristóbal;F;8;;
2024;04 - San Cristóbal;M;6;;
2024;04 - San Cristóbal;F;10;;
2024;04 - San Cristóbal;M;3;;
2024;04 - San Cristóbal;F;12;;
2024;04 - San Cristóbal;M;1;;
2024;04 - San Cristóbal;F;5;;
2024;04 - San Cristóbal;M;8;;
2024;04 - San Cristóbal;F;4;;
2024;04 - San Cristóbal;M;3;;
2024;04 - San Cristóbal;F;9;;
2024;04 - San Cristóbal;M;6;;
2024;04 - San Cristóbal;F;2;;
2024;04 - San Cristóbal;M;7;;
2024;04 - San Cristóbal;F;6;;
2024;04 - San Cristóbal;M;4;;
2024;04 - San Cristóbal;F;6;;
2024;04 - San Cristóbal;M;5;;
2024;04 - San Cristóbal;F;7;;
2024;04 - San Cristóbal;M;3;;
2024;04 - San Cristóbal;F;2;;
2024;04 - San Cristóbal;M;7;;
2024;04 - San Cristóbal;F;2;;
2024;04 - San Cristóbal;M;6;1;
2024;04 - San Cristóbal;F;2;;
2024;04 - San Cristóbal;M;1;;
2024;05 - Usme;F;24;;
2024;05 - Usme;M;39;;
2024;05 - Usme;F;17;;
2024;05 - Usme;M;15;;
2024;05 - Usme;F;6;;
2024;05 - Usme;M;3;;
2024;05 - Usme;F;2;;
2024;05 - Usme;M;1;;
2024;05 - Usme;M;3;;
2024;05 - Usme;F;5;;
2024;05 - Usme;M;2;;
2024;05 - Usme;F;8;;
2024;05 - Usme;M;5;;
2024;05 - Usme;F;11;;
2024;05 - Usme;M;4;;
2024;05 - Usme;F;8;;
2024;05 - Usme;M;5;;
2024;05 - Usme;F;6;;
2024;05 - Usme;M;3;;
2024;05 - Usme;F;7;;
2024;05 - Usme;M;5;;
2024;05 - Usme;F;7;;
2024;05 - Usme;M;2;;
2024;05 - Usme;F;9;;
2024;05 - Usme;M;4;;
2024;05 - Usme;F;7;;
2024;05 - Usme;M;4;;
2024;05 - Usme;F;6;;
2024;05 - Usme;M;3;;
2024;05 - Usme;F;4;;
2024;05 - Usme;M;6;;
2024;05 - Usme;F;2;;
2024;05 - Usme;M;1;;
2024;05 - Usme;F;3;;
2024;05 - Usme;M;2;;
2024;05 - Usme;F;1;;
2024;05 - Usme;M;1;;
2024;06 - Tunjuelito;F;8;;
2024;06 - Tunjuelito;M;14;;
2024;06 - Tunjuelito;F;5;;
2024;06 - Tunjuelito;M;12;;
2024;06 - Tunjuelito;F;2;;
2024;06 - Tunjuelito;M;1;;
2024;06 - Tunjuelito;F;3;;
2024;06 - Tunjuelito;M;1;;
2024;06 - Tunjuelito;F;1;;
2024;06 - Tunjuelito;M;3;;
2024;06 - Tunjuelito;F;3;;
2024;06 - Tunjuelito;M;2;;
2024;06 - Tunjuelito;F;5;;
2024;06 - Tunjuelito;M;3;;
2024;06 - Tunjuelito;F;9;;
2024;06 - Tunjuelito;M;4;;
2024;06 - Tunjuelito;F;11;;
2024;06 - Tunjuelito;M;3;;
2024;06 - Tunjuelito;F;6;;
2024;06 - Tunjuelito;M;6;;
2024;06 - Tunjuelito;F;8;;
2024;06 - Tunjuelito;M;6;;
2024;06 - Tunjuelito;F;9;;
2024;06 - Tunjuelito;M;1;1;
2024;06 - Tunjuelito;F;7;;
2024;06 - Tunjuelito;M;5;;
2024;06 - Tunjuelito;F;2;;
2024;06 - Tunjuelito;M;2;;
2024;06 - Tunjuelito;F;2;;
2024;06 - Tunjuelito;M;1;;
2024;06 - Tunjuelito;F;3;;
2024;06 - Tunjuelito;M;3;;
2024;06 - Tunjuelito;F;2;;
2024;06 - Tunjuelito;M;3;;
2024;06 - Tunjuelito;F;1;;
2024;06 - Tunjuelito;M;5;1;
2024;06 - Tunjuelito;F;3;;
2024;06 - Tunjuelito;F;1;;
2024;07 - Bosa;F;35;;
2024;07 - Bosa;M;46;;
2024;07 - Bosa;F;18;;
2024;07 - Bosa;M;17;;
2024;07 - Bosa;F;3;;
2024;07 - Bosa;M;7;;
